,movieId,imdbId,tmdbId
93,101,tt0115734,13685.0
94,102,tt0117102,47475.0
95,103,tt0118040,2045.0
96,104,tt0116483,9614.0
97,105,tt0112579,688.0
98,107,tt0117110,10874.0
99,108,tt0112646,89333.0
100,110,tt0112573,197.0
101,111,tt075314,103.0
102,112,tt0113326,33542.0
103,113,tt0115645,43566.0
104,114,tt0113774,71754.0
105,116,tt0112373,51352.0
106,117,tt0115033,16934.0
107,118,tt0116606,10324.0
108,119,tt0114536,78406.0
109,121,tt0106473,32119.0
110,122,tt0103859,11066.0
111,123,tt0109424,11104.0
112,124,tt0114808,37975.0
113,125,tt0116324,2074.0
114,126,tt0110647,27793.0
115,129,tt0114131,110972.0
116,130,tt0112364,32622.0
117,131,tt0113107,73067.0
118,132,tt0113451,11863.0
119,135,tt0116130,9101.0
120,137,tt0113756,5757.0
121,140,tt0118055,9302.0
122,141,tt0115685,11000.0
123,144,tt0112585,16388.0
124,145,tt0112442,9737.0
125,146,tt0112342,30765.0
126,147,tt0112461,10474.0
127,148,tt0112427,22279.0
128,149,tt0109093,30157.0
129,150,tt0112384,568.0
130,151,tt0114287,11780.0
131,152,tt0112288,34996.0
132,153,tt0112462,414.0
133,154,tt061395,649.0
134,155,tt0112495,1873.0
135,156,tt0112541,5894.0
136,157,tt0109370,1775.0
137,158,tt0112642,8839.0
138,159,tt0112688,20649.0
139,160,tt0112715,10329.0
140,161,tt0112740,8963.0
141,162,tt0109508,26564.0
142,163,tt0112851,8068.0
143,164,tt0112857,8512.0
144,165,tt0112864,1572.0
145,166,tt0112887,13552.0
146,167,tt0113044,259209.0
147,168,tt0113071,6520.0
148,169,tt0113114,9073.0
149,170,tt0113243,10428.0
150,171,tt0113464,17447.0
151,172,tt0113481,9886.0
152,173,tt0113492,9482.0
153,174,tt0113500,19326.0
154,175,tt0113540,9344.0
155,176,tt0113677,9071.0
156,177,tt0113690,8973.0
157,178,tt0107447,15730.0
158,179,tt0113729,47608.0
159,180,tt0113749,2293.0
160,181,tt0113820,9070.0
161,183,tt0110604,48787.0
162,184,tt0110620,34574.0
163,185,tt0113957,1642.0
164,186,tt0113986,11472.0
165,187,tt0114095,36196.0
166,188,tt0114194,11980.0
167,189,tt0114241,58372.0
168,190,tt0114323,32646.0
169,191,tt0114345,10533.0
170,193,tt0114436,10802.0
171,194,tt0114478,10149.0
172,195,tt0114496,18402.0
173,196,tt0114508,9348.0
174,198,tt0114558,281.0
175,199,tt058450,5967.0
176,200,tt0114666,79593.0
177,201,tt0114663,47939.0
178,202,tt0114702,36834.0
179,203,tt0114682,9090.0
180,204,tt0114781,3512.0
181,205,tt0114798,52856.0
182,206,tt0114805,77350.0
183,207,tt0114887,9560.0
184,208,tt0114898,9804.0
185,209,tt0114928,31611.0
186,211,tt0109340,49805.0
187,213,tt0111579,50797.0
188,214,tt0110882,19155.0
189,215,tt0112471,76.0
190,216,tt0112508,11017.0
191,217,tt0112438,37141.0
192,218,tt0112571,9382.0
193,219,tt0112757,6715.0
194,220,tt0112643,18256.0
195,222,tt0112679,22625.0
196,223,tt0109445,2292.0
197,224,tt0112883,1909.0
198,225,tt0109635,8984.0
199,227,tt0109676,4954.0
200,228,tt0112854,62488.0
201,229,tt0109579,10531.0
202,230,tt0109642,11929.0
203,231,tt0109686,8467.0
204,232,tt0111797,10451.0
205,233,tt0109759,20156.0
206,234,tt0109758,18395.0
207,235,tt0109707,522.0
208,236,tt0113117,397.0
209,237,tt0113097,10525.0
210,238,tt0113028,27985.0
211,239,tt0113198,15789.0
212,240,tt0113303,27303.0
213,241,tt0113089,21183.0
214,242,tt0109771,10954.0
215,243,tt0113199,47867.0
216,244,tt0113234,43475.0
217,245,tt0109906,72031.0
218,246,tt0110057,14275.0
219,247,tt0110005,1024.0
220,248,tt0110066,17207.0
221,249,tt0110116,13701.0
222,250,tt0110006,14819.0
223,251,tt0113360,32631.0
224,252,tt0110099,11777.0
225,253,tt0110148,628.0
226,254,tt0113463,87729.0
227,255,tt0110189,18713.0
228,256,tt0110216,6280.0
229,257,tt0113501,9061.0
230,258,tt0113538,37108.0
231,259,tt0113552,6071.0
232,260,tt076759,11.0
233,261,tt0110367,9587.0
234,262,tt0113670,19101.0
235,263,tt0110296,49980.0
236,264,tt0109731,17961.0
237,265,tt0103994,18183.0
238,266,tt0110322,4476.0
239,267,tt0110443,11008.0
240,268,tt0110365,47504.0
241,269,tt0107566,32325.0
242,270,tt0110391,43742.0
243,271,tt0113691,28313.0
244,272,tt0110428,11318.0
245,273,tt0109836,3036.0
246,274,tt0113755,40490.0
247,275,tt0110538,24070.0
248,276,tt0110516,8986.0
249,277,tt0110527,10510.0
250,278,tt0113808,17402.0
251,279,tt0113896,38722.0
252,280,tt0113870,8438.0
253,281,tt0110684,11593.0
254,282,tt0110638,1945.0
255,283,tt0113967,39310.0
256,285,tt0106402,56428.0
257,287,tt0110671,131957.0
258,288,tt0110632,241.0
259,289,tt0110737,9058.0
260,290,tt0110729,527.0
261,291,tt0114151,18220.0
262,292,tt0114069,6950.0
263,293,tt0110413,101.0
264,294,tt0114113,63020.0
265,295,tt0114210,2307.0
266,296,tt0110912,680.0
267,299,tt0110889,40156.0
268,300,tt0110932,11450.0
269,301,tt0114129,30304.0
270,302,tt0110963,10452.0
271,303,tt0114214,12106.0
272,304,tt0114296,161495.0
273,305,tt0110907,3586.0
274,306,tt0111495,110.0
275,307,tt0108394,108.0
276,308,tt0111507,109.0
277,309,tt0110769,159185.0
278,312,tt0114571,28033.0
279,313,tt0111333,22586.0
280,314,tt0111112,14334.0
281,315,tt0111255,2636.0
282,316,tt0111282,2164.0
283,317,tt0111070,11395.0
284,318,tt0111161,278.0
285,319,tt0111149,9905.0
286,320,tt0108260,87078.0
287,321,tt0106966,12527.0
288,322,tt0114594,20306.0
289,324,tt0111309,36614.0
290,325,tt0113936,27993.0
291,326,tt0110081,31439.0
292,327,tt0114614,9067.0
293,328,tt0114608,9059.0
294,329,tt0111280,193.0
295,330,tt0114609,25066.0
296,331,tt0111454,46797.0
297,332,tt0114852,12122.0
298,333,tt0114694,11381.0
299,334,tt0111590,32636.0
300,335,tt0114788,36141.0
301,336,tt0114888,95963.0
302,337,tt0108550,1587.0
303,338,tt0114857,9271.0
304,339,tt0114924,2064.0
305,340,tt0111667,19855.0
306,341,tt0109655,60855.0
307,342,tt0110598,236.0
308,343,tt0112435,48287.0
309,344,tt0109040,3049.0
310,345,tt0109045,2759.0
311,346,tt0106339,12635.0
312,347,tt0104779,10497.0
313,348,tt0109348,11382.0
314,349,tt0109444,9331.0
315,350,tt0109446,10731.0
316,351,tt0109484,10464.0
317,352,tt0109504,34152.0
318,353,tt0109506,9495.0
319,354,tt0109450,29973.0
320,355,tt0109813,888.0
321,356,tt0109830,13.0
322,357,tt0109831,712.0
323,358,tt0113305,16295.0
324,360,tt0110093,10879.0
325,361,tt0110167,10660.0
326,362,tt0110213,10714.0
327,363,tt0107472,41647.0
328,364,tt0110357,8587.0
329,365,tt0107426,1689.0
330,366,tt0111686,11596.0
331,367,tt0110475,854.0
332,368,tt0110478,9359.0
333,369,tt0110588,23333.0
334,370,tt0110622,36593.0
335,371,tt0110771,12280.0
336,372,tt0110950,2788.0
337,373,tt0105226,10427.0
338,374,tt0110989,11011.0
339,375,tt0111054,49803.0
340,376,tt0110997,8987.0
341,377,tt0111257,1637.0
342,378,tt0111256,15128.0
343,379,tt0111438,8831.0
344,380,tt0111503,36955.0
345,381,tt0111693,10449.0
346,382,tt0111742,10395.0
347,383,tt0111756,12160.0
348,384,tt0112443,40480.0
349,387,tt0110399,26352.0
350,388,tt0112570,39953.0
351,389,tt0109454,41580.0
352,390,tt059170,315.0
353,391,tt0110186,22067.0
354,392,tt0108069,18242.0
355,393,tt0111301,11667.0
356,401,tt0113827,226229.0
357,405,tt0110027,8011.0
358,407,tt0113409,2654.0
359,408,tt0109021,18069.0
360,409,tt0109035,19092.0
361,410,tt0106220,2758.0
362,412,tt0106226,10436.0
363,413,tt0109068,13595.0
364,414,tt0109067,46094.0
365,415,tt0106292,9409.0
366,416,tt0109198,11853.0
367,417,tt0109219,16771.0
368,418,tt0106379,46924.0
369,419,tt0106400,11041.0
370,420,tt0109254,306.0
371,421,tt0109279,14522.0
372,422,tt0109297,26203.0
373,423,tt0109303,178.0
374,424,tt0109305,19819.0
375,425,tt0109306,57834.0
376,426,tt0106452,4722.0
377,427,tt0106471,18215.0
378,428,tt0106489,1607.0
379,429,tt0109361,26391.0
380,431,tt0106519,6075.0
381,432,tt0109439,11310.0
382,433,tt0109443,18658.0
383,434,tt0106582,9350.0
384,435,tt0106598,9612.0
385,436,tt0109456,2124.0
386,437,tt0109480,26261.0
387,438,tt0109493,19176.0
388,439,tt0106660,49299.0
389,440,tt0106673,11566.0
390,441,tt0106677,9571.0
391,442,tt0106697,9739.0
392,443,tt0109729,24257.0
393,444,tt0106834,34444.0
394,445,tt0106873,26141.0
395,446,tt0106332,10997.0
396,447,tt0109783,50463.0
397,448,tt0106881,10443.0
398,449,tt0106880,20239.0
399,450,tt0111732,16297.0
400,451,tt0106926,18551.0
401,452,tt0111712,25440.0
402,453,tt0106941,9024.0
403,454,tt0106918,37233.0
404,455,tt0106965,1634.0
405,456,tt0109842,13815.0
406,457,tt0106977,5503.0
407,458,tt0107004,35588.0
408,459,tt0109890,2087.0
409,460,tt0109891,41579.0
410,461,tt0109913,18620.0
411,463,tt0107057,4916.0
412,464,tt0107076,2019.0
413,465,tt0107096,31642.0
414,466,tt0107144,9255.0
415,467,tt0113674,26271.0
416,468,tt0112966,10612.0
417,469,tt0107151,2259.0
418,470,tt0110064,16097.0
419,471,tt0110074,11934.0
420,472,tt0110097,106143.0
421,473,tt0110123,12475.0
422,474,tt0107206,9386.0
423,475,tt0107207,7984.0
424,476,tt0110137,59930.0
425,477,tt0108551,15765.0
426,479,tt0107286,6.0
427,480,tt0107290,329.0
428,481,tt0107302,10909.0
429,482,tt0110265,507.0
430,483,tt0107322,34024.0
431,484,tt0110305,29918.0
432,485,tt0107362,9593.0
433,486,tt0107413,42580.0
434,487,tt0110353,22317.0
435,488,tt0107468,1413.0
436,489,tt0107478,12121.0
437,490,tt0107497,2246.0
438,491,tt0107501,10502.0
439,492,tt0107507,10440.0
440,493,tt0107554,9516.0
441,494,tt0116253,2320.0
442,495,tt074102,5879.0
443,496,tt0111689,83718.0
444,497,tt0107616,11971.0
445,498,tt0107611,2625.0
446,499,tt0107613,31911.0
447,500,tt0107614,788.0
448,501,tt0107653,21450.0
449,502,tt0110657,11231.0
450,504,tt0110678,10447.0
451,505,tt0110687,31586.0
452,506,tt0107756,9300.0
453,507,tt0107808,9559.0
454,508,tt0107818,9800.0
455,509,tt0107822,713.0
456,510,tt0107840,8291.0
457,511,tt0107889,18133.0
458,512,tt0111003,25557.0
459,513,tt0110939,22588.0
460,514,tt0110955,10872.0
461,515,tt0107943,1245.0
462,516,tt0110971,11858.0
463,517,tt0107969,7007.0
464,518,tt0111001,10467.0
465,519,tt0107978,5550.0
466,520,tt0107977,8005.0
467,521,tt0107983,2088.0
468,522,tt0105275,10412.0
469,523,tt0108000,47889.0
470,524,tt0108002,14534.0
471,526,tt0105032,41878.0
472,527,tt0108052,424.0
473,528,tt0111094,35233.0
474,529,tt0108065,14291.0
475,531,tt0108071,11236.0
476,532,tt0111127,11592.0
477,533,tt0111143,8850.0
478,534,tt0108101,10445.0
479,535,tt0108122,695.0
480,536,tt0111194,43535.0
481,537,tt0111201,12519.0
482,538,tt0108149,23210.0
483,539,tt0108160,858.0
484,540,tt0108162,867.0
485,541,tt083658,78.0
486,542,tt0108186,13203.0
487,543,tt0108174,10442.0
488,544,tt0108238,11074.0
489,546,tt0108255,9607.0
490,547,tt0111323,17585.0
491,548,tt0111400,9057.0
492,549,tt0108328,20967.0
493,550,tt0111418,10635.0
494,551,tt0107688,9479.0
495,552,tt0108333,10057.0
496,553,tt0108358,11969.0
497,554,tt0111488,41590.0
498,555,tt0108399,319.0
499,556,tt0108515,26408.0
500,558,tt0110763,15139.0
501,559,tt0107779,161158.0
502,561,tt0110259,85247.0
503,562,tt0114906,11446.0
504,563,tt0107002,51980.0
505,564,tt0109403,24405.0
506,565,tt0104029,11655.0
507,567,tt0107315,8223.0
508,568,tt0106408,14587.0
509,569,tt0110363,31504.0
510,571,tt0111709,53185.0
511,573,tt0107225,23637.0
512,574,tt0111252,17600.0
513,575,tt0110366,10897.0
514,577,tt0109120,21352.0
515,580,tt0110892,37345.0
516,581,tt0112651,32562.0
517,582,tt0107642,47507.0
518,585,tt0112572,9066.0
519,586,tt099785,771.0
520,587,tt099653,251.0
521,588,tt0103639,812.0
522,589,tt0103064,280.0
523,590,tt099348,581.0
524,592,tt096895,268.0
525,593,tt0102926,274.0
526,594,tt029583,408.0
527,595,tt0101414,10020.0
528,596,tt032910,10895.0
529,597,tt0100405,114.0
530,599,tt065214,576.0
531,600,tt0110395,15477.0
532,603,tt0112606,30528.0
533,605,tt0117247,7300.0
534,606,tt0112625,10824.0
535,608,tt0116282,275.0
536,609,tt0116552,25059.0
537,610,tt082509,11827.0
538,611,tt0116514,8766.0
539,612,tt0117283,23570.0
540,613,tt0116684,47333.0
541,614,tt0110374,54850.0
542,615,tt070506,51242.0
543,616,tt065421,10112.0
544,617,tt0113083,4307.0
545,619,tt0116165,32308.0
546,620,tt0102855,88893.0
547,621,tt0107471,52873.0
548,626,tt0117891,28121.0
549,627,tt0113613,12520.0
550,628,tt0117381,1592.0
551,630,tt0115837,36447.0
552,631,tt0115509,19042.0
553,632,tt0114671,38884.0
554,633,tt0112844,47449.0
555,635,tt0116275,41852.0
556,637,tt0117608,9099.0
557,638,tt0113448,2021.0
558,639,tt0116414,61752.0
559,640,tt0116095,10988.0
560,647,tt0115956,10684.0
561,648,tt0117060,954.0
562,650,tt0117071,18989.0
563,651,tt0117788,10801.0
564,653,tt0116136,8840.0
565,656,tt0116168,11107.0
566,659,tt054189,10363.0
567,661,tt0116683,10539.0
568,662,tt0116287,10543.0
569,663,tt0116768,18414.0
570,664,tt0116269,47502.0
571,665,tt0114787,11902.0
572,667,tt0112536,25087.0
573,668,tt048473,5801.0
574,670,tt052572,896.0
575,671,tt0117128,3065.0
576,673,tt0117705,2300.0
577,674,tt062711,8069.0
578,678,tt0108181,27768.0
579,679,tt0114307,221917.0
580,680,tt058898,8072.0
581,681,tt082206,35797.0
582,685,tt0113443,33245.0
583,687,tt0109491,124460.0
584,688,tt0114048,27281.0
585,690,tt0111613,105045.0
586,691,tt0117104,40001.0
587,692,tt0117688,29621.0
588,694,tt0117774,20762.0
589,695,tt0114736,37144.0
590,696,tt0112604,48260.0
591,697,tt0116289,12656.0
592,698,tt0109593,38867.0
593,700,tt0112368,25969.0
594,702,tt062952,753.0
595,703,tt0115742,43634.0
596,704,tt0117420,9103.0
597,705,tt0115951,90214.0
598,707,tt0117107,10990.0
599,708,tt0117979,8866.0
600,709,tt095776,12233.0
601,710,tt0115851,23449.0
602,711,tt0116322,36355.0
603,714,tt0112817,922.0
604,715,tt0113362,11876.0
605,718,tt0108500,11687.0
606,719,tt0117108,9304.0
607,720,tt0118114,
608,721,tt0114103,
609,722,tt0113270,73183.0
610,724,tt0115963,9100.0
611,725,tt0116448,20759.0
612,726,tt0116827,46063.0
613,728,tt0112701,32513.0
614,731,tt0116508,36915.0
615,733,tt0117500,9802.0
616,735,tt0109592,21588.0
617,736,tt0117998,664.0
618,737,tt0115624,11867.0
619,741,tt0113568,9323.0
620,742,tt0117894,10280.0
621,743,tt0117723,10535.0
622,745,tt0112691,532.0
623,746,tt040366,26744.0
624,747,tt0117768,16299.0
625,748,tt0115571,10547.0
626,750,tt057012,935.0
627,753,tt0113849,41007.0
628,754,tt0113188,35645.0
629,755,tt042644,110465.0
630,756,tt0109381,255546.0
631,757,tt0109688,40751.0
632,759,tt0110480,85778.0
633,760,tt0108211,11101.0
634,761,tt0117331,9826.0
635,762,tt0117765,9879.0
636,764,tt0113280,22621.0
637,765,tt0116669,7095.0
638,766,tt0116594,26890.0
639,767,tt0113211,46732.0
640,769,tt0116992,
641,775,tt063715,41225.0
642,778,tt0117951,627.0
643,779,tt0118523,32872.0
644,780,tt0116629,602.0
645,781,tt0117737,14553.0
646,782,tt0116277,9566.0
647,783,tt0116583,10545.0
648,784,tt0115798,9894.0
649,785,tt0116778,11543.0
650,786,tt0116213,9268.0
651,787,tt0113147,52059.0
652,788,tt0117218,9327.0
653,793,tt0106810,124306.0
654,798,tt0116040,11228.0
655,799,tt0116365,10779.0
656,800,tt0116905,26748.0
657,801,tt0116493,38223.0
658,802,tt0117333,9294.0
659,803,tt0118113,49963.0
660,804,tt0117628,11363.0
661,805,tt0117913,1645.0
662,806,tt0115530,31546.0
663,808,tt0115493,36344.0
664,809,tt0116320,18550.0
665,810,tt0116756,11511.0
666,813,tt0116823,34170.0
667,816,tt0117999,124645.0
668,818,tt0118073,12606.0
669,820,tt049521,35206.0
670,824,tt0110246,12632.0
671,828,tt0115472,18975.0
672,829,tt0116707,11962.0
673,830,tt0116313,2925.0
674,831,tt0114550,28628.0
675,832,tt0117438,3595.0
676,833,tt0116531,9308.0
677,834,tt0117332,92381.0
678,835,tt0116353,18555.0
679,836,tt0115857,12123.0
680,837,tt0117008,10830.0
681,838,tt0116191,3573.0
682,839,tt0115986,10546.0
683,840,tt0116571,18862.0
684,841,tt053459,31417.0
685,842,tt0117826,9431.0
686,844,tt0108227,297645.0
687,845,tt0111424,48144.0
688,846,tt0113080,46986.0
689,848,tt0117718,47907.0
690,849,tt0116225,10061.0
691,850,tt0112767,36266.0
692,851,tt0115632,549.0
693,852,tt0117918,10478.0
694,854,tt051980,116690.0
695,858,tt068646,238.0
696,861,tt0104558,11134.0
697,864,tt0114936,132641.0
698,865,tt0114474,42758.0
699,866,tt0115736,9303.0
700,867,tt0115836,23945.0
701,869,tt0116745,22479.0
702,870,tt0119214,9054.0
703,872,tt0109066,11985.0
704,875,tt0110693,410921.0
705,876,tt0106544,38955.0
706,879,tt0120004,11015.0
707,880,tt0116654,9306.0
708,881,tt0116311,12559.0
709,882,tt0117965,58770.0
710,885,tt0115725,3587.0
711,886,tt0115783,10723.0
712,888,tt0113596,19004.0
713,889,tt0109001,101230.0
714,891,tt0113253,10987.0
715,892,tt0117991,44705.0
716,893,tt0117093,20318.0
717,896,tt0111019,26933.0
718,897,tt035896,27854.0
719,898,tt032904,981.0
720,899,tt045152,872.0
721,900,tt043278,2769.0
722,901,tt050419,13320.0
723,902,tt054698,164.0
724,903,tt052357,426.0
725,904,tt047396,567.0
726,905,tt025316,3078.0
727,906,tt036855,13528.0
728,907,tt025164,28288.0
729,908,tt053125,213.0
730,909,tt053604,284.0
731,910,tt053291,239.0
732,911,tt056923,4808.0
733,912,tt034583,289.0
734,913,tt033870,963.0
735,914,tt058385,11113.0
736,915,tt047437,6620.0
737,916,tt046250,804.0
738,917,tt031580,26531.0
739,918,tt037059,909.0
740,919,tt032138,630.0
741,920,tt031381,770.0
742,921,tt084370,31044.0
743,922,tt043014,599.0
744,923,tt033467,15.0
745,924,tt062622,62.0
746,926,tt042192,705.0
747,927,tt032143,22490.0
748,928,tt032976,223.0
749,929,tt032484,25670.0
750,930,tt038787,303.0
751,931,tt038109,4174.0
752,932,tt050105,8356.0
753,933,tt048728,381.0
754,934,tt042451,20758.0
755,935,tt045537,29376.0
756,936,tt031725,1859.0
757,937,tt050658,18299.0
758,938,tt051658,17281.0
759,939,tt052126,64382.0
760,940,tt029843,10907.0
761,941,tt032762,32093.0
762,942,tt037008,1939.0
763,943,tt039420,22292.0
764,944,tt029162,3598.0
765,945,tt027125,3080.0
766,946,tt035446,198.0
767,947,tt028010,13562.0
768,948,tt049261,1712.0
769,949,tt048028,220.0
770,950,tt025878,3529.0
771,951,tt032599,3085.0
772,952,tt048960,2897.0
773,953,tt038650,1585.0
774,954,tt031679,3083.0
775,955,tt029947,900.0
776,956,tt034012,43795.0
777,957,tt017350,85638.0
778,960,tt038300,22688.0
779,961,tt027893,23114.0
780,962,tt032022,26378.0
781,963,tt041509,40206.0
782,964,tt039152,22356.0
783,965,tt026029,260.0
784,966,tt038235,43488.0
785,968,tt063350,10331.0
786,969,tt043265,488.0
787,970,tt046414,22733.0
788,971,tt051459,261.0
789,972,tt047162,57575.0
790,973,tt033891,32574.0
791,976,tt022879,22649.0
792,980,tt093229,39448.0
793,981,tt0118927,52855.0
794,982,tt048491,39940.0
795,984,tt0117357,85328.0
796,986,tt0116329,11076.0
797,987,tt0118742,63945.0
798,988,tt0116442,58985.0
799,990,tt0117011,10861.0
800,991,tt0117039,1770.0
801,992,tt0117473,44465.0
802,994,tt0115678,18203.0
803,996,tt0116830,9333.0
804,997,tt0115847,47260.0
805,998,tt0117603,9400.0
806,999,tt0115438,9401.0
807,1003,tt0116259,11306.0
808,1004,tt0116421,9625.0
809,1005,tt0116000,10680.0
810,1006,tt0115862,6346.0
811,1007,tt072653,18660.0
812,1008,tt047977,35115.0
813,1009,tt072951,14821.0
814,1010,tt064603,14136.0
815,1011,tt071607,10869.0
816,1012,tt050798,22660.0
817,1013,tt055277,19186.0
818,1014,tt054195,31102.0
819,1015,tt0107131,6878.0
820,1016,tt053271,15944.0
821,1017,tt054357,18444.0
822,1018,tt059793,20723.0
823,1019,tt046672,173.0
824,1020,tt0106611,864.0
825,1021,tt0109127,24795.0
826,1022,tt042332,11224.0
827,1023,tt063819,81310.0
828,1024,tt038166,15947.0
829,1025,tt057546,9078.0
830,1026,tt041890,29682.0
831,1027,tt0102798,8367.0
832,1028,tt058331,433.0
833,1029,tt033563,11360.0
834,1030,tt076538,11114.0
835,1031,tt066817,12335.0
836,1032,tt043274,12092.0
837,1033,tt082406,10948.0
838,1034,tt0116361,11229.0
839,1035,tt059742,15121.0
840,1036,tt095016,562.0
841,1037,tt0104692,10163.0
842,1040,tt0117582,47199.0
843,1041,tt0117589,11159.0
844,1042,tt0117887,9591.0
845,1043,tt0117924,30500.0
846,1044,tt0117791,41843.0
847,1046,tt0115640,10938.0
848,1047,tt0116908,11412.0
849,1049,tt0116409,10586.0
850,1050,tt0116913,42314.0
851,1051,tt0117958,27845.0
852,1053,tt0117202,23223.0
853,1054,tt0116404,49471.0
854,1055,tt0120107,38153.0
855,1056,tt0116722,25147.0
856,1057,tt0116242,9716.0
857,1059,tt0117509,454.0
858,1060,tt0117802,10218.0
859,1061,tt0117665,819.0
860,1063,tt0116714,56830.0
861,1064,tt0115491,11238.0
862,1066,tt029546,31530.0
863,1067,tt028757,66473.0
864,1068,tt039286,28120.0
865,1069,tt037101,1834.0
866,1073,tt067992,252.0
867,1076,tt055018,16372.0
868,1077,tt070707,11561.0
869,1078,tt066808,11302.0
870,1079,tt095159,623.0
871,1080,tt079470,583.0
872,1081,tt084865,12614.0
873,1082,tt068334,21711.0
874,1083,tt059243,11575.0
875,1084,tt061418,475.0
876,1085,tt052027,11331.0
877,1086,tt046912,521.0
878,1087,tt0113731,21202.0
879,1088,tt092890,88.0
880,1089,tt0105236,500.0
881,1090,tt091763,792.0
882,1091,tt098627,8491.0
883,1092,tt0103772,402.0
884,1093,tt0101761,10537.0
885,1094,tt0104036,11386.0
886,1095,tt0104348,9504.0
887,1096,tt084707,15764.0
888,1097,tt083866,601.0
889,1099,tt029992,25842.0
890,1100,tt099371,2119.0
891,1101,tt092099,744.0
892,1103,tt048545,221.0
893,1104,tt044081,702.0
894,1105,tt0115885,25750.0
895,1111,tt0117040,9305.0
896,1112,tt0117284,37616.0
897,1113,tt0115580,11112.0
898,1114,tt0116378,21612.0
899,1120,tt0117318,1630.0
900,1123,tt0117320,124837.0
901,1124,tt082846,11816.0
902,1125,tt072081,11843.0
903,1126,tt0101775,10379.0
904,1127,tt096754,2756.0
905,1128,tt080749,790.0
906,1129,tt082340,1103.0
907,1130,tt082533,11298.0
908,1131,tt091288,4480.0
909,1132,tt091480,4481.0
910,1133,tt0111357,
911,1135,tt081375,10765.0
912,1136,tt071853,762.0
913,1137,tt0116587,44497.0
914,1145,tt0117677,79306.0
915,1147,tt0118147,10548.0
916,1148,tt0108598,531.0
917,1150,tt084589,4483.0
918,1151,tt0109781,18919.0
919,1152,tt040427,31556.0
920,1153,tt040723,26167.0
921,1154,tt039881,26174.0
922,1161,tt078875,659.0
923,1162,tt069198,30892.0
924,1163,tt0110521,86369.0
925,1164,tt060304,8074.0
926,1165,tt0115715,124676.0
927,1167,tt0116059,38554.0
928,1168,tt0115610,49763.0
929,1169,tt099028,41326.0
930,1171,tt0103850,10608.0
931,1172,tt095765,11216.0
932,1173,tt097108,7452.0
933,1174,tt0109942,64567.0
934,1175,tt0101700,892.0
935,1176,tt0101765,1600.0
936,1177,tt0101811,26561.0
937,1178,tt050825,975.0
938,1179,tt099703,18129.0
939,1180,tt0102014,54405.0
940,1181,tt0120121,150823.0
941,1183,tt0116209,409.0
942,1184,tt0102426,38251.0
943,1185,tt097937,10161.0
